Nairobi Stock Exchange All Share Index | Price History                                          02-Jun-2023 20:00,,,,,,,
,,,,,,,
,,,,,,,
.NASI,,,,,,,
Interval: Daily,,,,,,,
History Period: 01-Apr-2011 - 31-Jul-2020,,,,,,,
,,,,,,,
,,,,,,,
.NASI Statistics     Daily     01-Apr-2011 - 29-Jul-2020,,,,,,,
Price,,,Up/Down,,Price Change (Close-Close),,
High,196.57,05-Apr-2018,Up,1184,Up,+4.11%,12-Oct-2016
Low,65.14,07-Dec-2011,Down,1099,Down,-5.51%,13-Mar-2020
Avg,135.82,,Unch,21,Period,+48.88%,01-Apr-2011 - 29-Jul-2020
,,,,,,,
,,,,,,,
.NASI History     Daily     01-Apr-2011 - 29-Jul-2020,,,,,,,
Exchange Date,Close,Net,%Chg,Open,Low,High,
11-Oct-2013,131.87,-0.21,-0.16%,131.87,131.87,131.87,
10-Oct-2013,132.08,-0.74,-0.56%,132.08,132.08,132.08,
09-Oct-2013,132.82,-0.78,-0.58%,132.82,132.82,132.82,
08-Oct-2013,133.60,+2.24,+1.71%,133.60,133.60,133.60,
07-Oct-2013,131.36,+2.16,+1.67%,131.36,131.36,131.36,
03-Oct-2013,129.20,+0.61,+0.47%,129.20,129.20,129.20,
02-Oct-2013,128.59,+1.24,+0.97%,128.59,128.59,128.59,
30-Sep-2013,127.35,+1.30,+1.03%,127.35,127.35,127.35,
27-Sep-2013,126.05,+0.55,+0.44%,126.05,126.05,126.05,
26-Sep-2013,125.50,+0.58,+0.46%,125.50,125.50,125.50,
25-Sep-2013,124.92,+0.71,+0.57%,124.92,124.92,124.92,
24-Sep-2013,124.21,-0.05,-0.04%,124.21,124.21,124.21,
23-Sep-2013,124.26,-0.40,-0.32%,124.26,124.26,124.26,
20-Sep-2013,124.66,+0.86,+0.69%,124.66,124.66,124.66,
19-Sep-2013,123.80,+0.69,+0.56%,123.80,123.80,123.80,
18-Sep-2013,123.11,+0.30,+0.24%,123.11,123.11,123.11,
17-Sep-2013,122.81,+0.43,+0.35%,122.81,122.81,122.81,
16-Sep-2013,122.38,-0.48,-0.39%,122.38,122.38,122.38,
13-Sep-2013,122.86,-0.02,-0.02%,122.86,122.86,122.86,
12-Sep-2013,122.88,-0.04,-0.03%,122.88,122.88,122.88,
11-Sep-2013,122.92,-0.20,-0.16%,122.92,122.92,122.92,
10-Sep-2013,123.12,+0.36,+0.29%,123.12,123.12,123.12,
09-Sep-2013,122.76,+0.46,+0.38%,122.76,122.76,122.76,
06-Sep-2013,122.30,+0.48,+0.39%,122.30,122.30,122.30,
05-Sep-2013,121.82,+1.13,+0.94%,121.82,121.82,121.82,
04-Sep-2013,120.69,+0.83,+0.69%,120.69,120.69,120.69,
03-Sep-2013,119.86,+0.39,+0.33%,119.86,119.86,119.86,
02-Sep-2013,119.47,-0.49,-0.41%,119.47,119.47,119.47,
30-Aug-2013,119.96,-0.43,-0.36%,119.96,119.96,119.96,
29-Aug-2013,120.39,-0.85,-0.70%,120.39,120.39,120.39,
28-Aug-2013,121.24,-1.61,-1.31%,121.24,121.24,121.24,
27-Aug-2013,122.85,-1.51,-1.21%,122.85,122.85,122.85,
26-Aug-2013,124.36,-0.11,-0.09%,124.36,124.36,124.36,
23-Aug-2013,124.47,+0.11,+0.09%,124.47,124.47,124.47,
22-Aug-2013,124.36,-0.55,-0.44%,124.36,124.36,124.36,
21-Aug-2013,124.91,-0.91,-0.72%,124.91,124.91,124.91,
20-Aug-2013,125.82,-0.39,-0.31%,125.82,125.82,125.82,
19-Aug-2013,126.21,+0.26,+0.21%,126.21,126.21,126.21,
16-Aug-2013,125.95,+0.18,+0.14%,125.95,125.95,125.95,
15-Aug-2013,125.77,+0.95,+0.76%,125.77,125.77,125.77,
13-Aug-2013,124.82,-0.57,-0.45%,124.82,124.82,124.82,
12-Aug-2013,125.39,+0.72,+0.58%,125.39,125.39,125.39,
08-Aug-2013,124.67,+1.12,+0.91%,124.67,124.67,124.67,
07-Aug-2013,123.55,+0.20,+0.16%,123.55,123.55,123.55,
06-Aug-2013,123.35,+0.06,+0.05%,123.35,123.35,123.35,
05-Aug-2013,123.29,-0.01,-0.01%,123.29,123.29,123.29,
02-Aug-2013,123.30,+0.27,+0.22%,123.30,123.30,123.30,
01-Aug-2013,123.03,+0.17,+0.14%,123.03,123.03,123.03,
31-Jul-2013,122.86,-0.77,-0.62%,122.86,122.86,122.86,
30-Jul-2013,123.63,+0.40,+0.32%,123.63,123.63,123.63,
29-Jul-2013,123.23,-0.48,-0.39%,123.23,123.23,123.23,
26-Jul-2013,123.71,+0.49,+0.40%,123.71,123.71,123.71,
25-Jul-2013,123.22,+0.01,+0.01%,123.22,123.22,123.22,
24-Jul-2013,123.21,+0.29,+0.24%,123.21,123.21,123.21,
23-Jul-2013,122.92,-0.56,-0.45%,122.92,122.92,122.92,
22-Jul-2013,123.48,-0.22,-0.18%,123.48,123.48,123.48,
19-Jul-2013,123.70,+0.28,+0.23%,123.70,123.70,123.70,
18-Jul-2013,123.42,-0.98,-0.79%,123.42,123.42,123.42,
17-Jul-2013,124.40,+1.19,+0.97%,124.40,124.40,124.40,
16-Jul-2013,123.21,+0.70,+0.57%,123.21,123.21,123.21,
15-Jul-2013,122.51,+1.12,+0.92%,122.51,122.51,122.51,
12-Jul-2013,121.39,+1.52,+1.27%,121.39,121.39,121.39,
11-Jul-2013,119.87,+1.02,+0.86%,119.87,119.87,119.87,
10-Jul-2013,118.85,+0.67,+0.57%,118.85,118.85,118.85,
09-Jul-2013,118.18,+0.15,+0.13%,118.18,118.18,118.18,
08-Jul-2013,118.03,+0.69,+0.59%,118.03,118.03,118.03,
05-Jul-2013,117.34,+1.11,+0.96%,117.34,117.34,117.34,
04-Jul-2013,116.23,+0.75,+0.65%,116.23,116.23,116.23,
03-Jul-2013,115.48,+0.04,+0.03%,115.48,115.48,115.48,
02-Jul-2013,115.44,-0.20,-0.17%,115.44,115.44,115.44,
01-Jul-2013,115.64,-0.67,-0.58%,115.64,115.64,115.64,
28-Jun-2013,116.31,+0.07,+0.06%,116.31,116.31,116.31,
26-Jun-2013,116.24,-1.05,-0.90%,116.24,116.24,116.24,
25-Jun-2013,117.29,-1.09,-0.92%,117.29,117.29,117.29,
24-Jun-2013,118.38,-1.26,-1.05%,118.38,118.38,118.38,
21-Jun-2013,119.64,-0.69,-0.57%,119.64,119.64,119.64,
20-Jun-2013,120.33,+0.71,+0.59%,120.33,120.33,120.33,
19-Jun-2013,119.62,+0.84,+0.71%,119.62,119.62,119.62,
18-Jun-2013,118.78,-0.85,-0.71%,118.78,118.78,118.78,
17-Jun-2013,119.63,-1.64,-1.35%,119.63,119.63,119.63,
14-Jun-2013,121.27,-1.70,-1.38%,121.27,121.27,121.27,
13-Jun-2013,122.97,-1.26,-1.01%,122.97,122.97,122.97,
12-Jun-2013,124.23,-1.01,-0.81%,124.23,124.23,124.23,
11-Jun-2013,125.24,-0.83,-0.66%,125.24,125.24,125.24,
10-Jun-2013,126.07,-0.12,-0.10%,126.07,126.07,126.07,
07-Jun-2013,126.19,-0.39,-0.31%,126.19,126.19,126.19,
06-Jun-2013,126.58,-0.10,-0.08%,126.58,126.58,126.58,
05-Jun-2013,126.68,0.00,0.00%,126.68,126.68,126.68,
04-Jun-2013,126.68,-0.13,-0.10%,126.68,126.68,126.68,
03-Jun-2013,126.81,+0.01,+0.01%,126.81,126.81,126.81,
31-May-2013,126.80,+0.08,+0.06%,126.80,126.80,126.80,
30-May-2013,126.72,+0.25,+0.20%,126.72,126.72,126.72,
29-May-2013,126.47,-0.29,-0.23%,126.47,126.47,126.47,
28-May-2013,126.76,+0.51,+0.40%,126.76,126.76,126.76,
27-May-2013,126.25,-0.64,-0.50%,126.25,126.25,126.25,
24-May-2013,126.89,-0.88,-0.69%,126.89,126.89,126.89,
23-May-2013,127.77,-1.16,-0.90%,127.77,127.77,127.77,
22-May-2013,128.93,+1.12,+0.88%,128.93,128.93,128.93,
21-May-2013,127.81,+1.09,+0.86%,127.81,127.81,127.81,
20-May-2013,126.72,-0.03,-0.02%,126.72,126.72,126.72,
17-May-2013,126.75,+0.23,+0.18%,126.75,126.75,126.75,
16-May-2013,126.52,+1.36,+1.09%,126.52,126.52,126.52,
15-May-2013,125.16,+2.30,+1.87%,125.16,125.16,125.16,
14-May-2013,122.86,+0.29,+0.24%,122.86,122.86,122.86,
13-May-2013,122.57,+0.05,+0.04%,122.57,122.57,122.57,
10-May-2013,122.52,-0.83,-0.67%,122.52,122.52,122.52,
09-May-2013,123.35,+0.45,+0.37%,123.35,123.35,123.35,
08-May-2013,122.90,+0.95,+0.78%,122.90,122.90,122.90,
07-May-2013,121.95,+0.96,+0.79%,121.95,121.95,121.95,
06-May-2013,120.99,+0.93,+0.77%,120.99,120.99,120.99,
03-May-2013,120.06,+0.57,+0.48%,120.06,120.06,120.06,
02-May-2013,119.49,+1.42,+1.20%,119.49,119.49,119.49,
30-Apr-2013,118.07,+0.71,+0.60%,118.07,118.07,118.07,
29-Apr-2013,117.36,-0.05,-0.04%,117.36,117.36,117.36,
26-Apr-2013,117.41,-0.06,-0.05%,117.41,117.41,117.41,
25-Apr-2013,117.47,-0.91,-0.77%,117.47,117.47,117.47,
24-Apr-2013,118.38,+0.40,+0.34%,118.38,118.38,118.38,
23-Apr-2013,117.98,-0.28,-0.24%,117.98,117.98,117.98,
22-Apr-2013,118.26,-0.73,-0.61%,118.26,118.26,118.26,
19-Apr-2013,118.99,-0.47,-0.39%,118.99,118.99,118.99,
18-Apr-2013,119.46,-0.27,-0.23%,119.46,119.46,119.46,
17-Apr-2013,119.73,-0.42,-0.35%,119.73,119.73,119.73,
16-Apr-2013,120.15,-0.79,-0.65%,120.15,120.15,120.15,
15-Apr-2013,120.94,-0.77,-0.63%,120.94,120.94,120.94,
12-Apr-2013,121.71,-0.43,-0.35%,121.71,121.71,121.71,
11-Apr-2013,122.14,+0.61,+0.50%,122.14,122.14,122.14,
10-Apr-2013,121.53,+1.12,+0.93%,121.53,121.53,121.53,
08-Apr-2013,120.41,-0.24,-0.20%,120.41,120.41,120.41,
05-Apr-2013,120.65,+0.20,+0.17%,120.65,120.65,120.65,
04-Apr-2013,120.45,-1.13,-0.93%,120.45,120.45,120.45,
03-Apr-2013,121.58,0.00,0.00%,121.58,121.58,121.58,
02-Apr-2013,121.58,+3.67,+3.11%,121.58,121.58,121.58,
28-Mar-2013,117.91,+0.68,+0.58%,117.91,117.91,117.91,
27-Mar-2013,117.23,+2.45,+2.13%,117.23,117.23,117.23,
26-Mar-2013,114.78,+0.69,+0.60%,114.78,114.78,114.78,
25-Mar-2013,114.09,+0.88,+0.78%,114.09,114.09,114.09,
21-Mar-2013,113.21,-0.31,-0.27%,113.21,113.21,113.21,
20-Mar-2013,113.52,+0.32,+0.28%,113.52,113.52,113.52,
19-Mar-2013,113.20,+0.64,+0.57%,113.20,113.20,113.20,
18-Mar-2013,112.56,-0.67,-0.59%,112.56,112.56,112.56,
15-Mar-2013,113.23,-2.70,-2.33%,113.23,113.23,113.23,
14-Mar-2013,115.93,-2.09,-1.77%,115.93,115.93,115.93,
13-Mar-2013,118.02,-1.35,-1.13%,118.02,118.02,118.02,
12-Mar-2013,119.37,+4.00,+3.47%,119.37,119.37,119.37,
11-Mar-2013,115.37,+3.58,+3.20%,115.37,115.37,115.37,
08-Mar-2013,111.79,+1.49,+1.35%,111.79,111.79,111.79,
07-Mar-2013,110.30,+1.02,+0.93%,110.30,110.30,110.30,
06-Mar-2013,109.28,+1.19,+1.10%,109.28,109.28,109.28,
05-Mar-2013,108.09,+0.91,+0.85%,108.09,108.09,108.09,
01-Mar-2013,107.18,+0.27,+0.25%,107.18,107.18,107.18,
28-Feb-2013,106.91,+0.36,+0.34%,106.91,106.91,106.91,
27-Feb-2013,106.55,+1.63,+1.55%,106.55,106.55,106.55,
25-Feb-2013,104.92,-0.35,-0.33%,104.92,104.92,104.92,
22-Feb-2013,105.27,+0.14,+0.13%,105.27,105.27,105.27,
20-Feb-2013,105.13,-0.93,-0.88%,105.13,105.13,105.13,
19-Feb-2013,106.06,-0.66,-0.62%,106.06,106.06,106.06,
18-Feb-2013,106.72,-0.86,-0.80%,106.72,106.72,106.72,
15-Feb-2013,107.58,-0.92,-0.85%,107.58,107.58,107.58,
14-Feb-2013,108.50,-1.00,-0.91%,108.50,108.50,108.50,
13-Feb-2013,109.50,+0.27,+0.25%,109.50,109.50,109.50,
12-Feb-2013,109.23,+0.87,+0.80%,109.23,109.23,109.23,
11-Feb-2013,108.36,+0.94,+0.88%,108.36,108.36,108.36,
08-Feb-2013,107.42,+1.19,+1.12%,107.42,107.42,107.42,
07-Feb-2013,106.23,+0.84,+0.80%,106.23,106.23,106.23,
06-Feb-2013,105.39,+0.81,+0.77%,105.39,105.39,105.39,
05-Feb-2013,104.58,+0.28,+0.27%,104.58,104.58,104.58,
04-Feb-2013,104.30,+0.21,+0.20%,104.30,104.30,104.30,
01-Feb-2013,104.09,+0.59,+0.57%,104.09,104.09,104.09,
31-Jan-2013,103.50,+0.71,+0.69%,103.50,103.50,103.50,
30-Jan-2013,102.79,+0.15,+0.15%,102.79,102.79,102.79,
29-Jan-2013,102.64,-0.31,-0.30%,102.64,102.64,102.64,
28-Jan-2013,102.95,-0.08,-0.08%,102.95,102.95,102.95,
25-Jan-2013,103.03,+0.58,+0.57%,103.03,103.03,103.03,
24-Jan-2013,102.45,-0.94,-0.91%,102.45,102.45,102.45,
23-Jan-2013,103.39,-0.71,-0.68%,103.39,103.39,103.39,
22-Jan-2013,104.10,-0.21,-0.20%,104.10,104.10,104.10,
21-Jan-2013,104.31,-0.47,-0.45%,104.31,104.31,104.31,
18-Jan-2013,104.78,-1.04,-0.98%,104.78,104.78,104.78,
17-Jan-2013,105.82,-0.28,-0.26%,105.82,105.82,105.82,
16-Jan-2013,106.10,+1.82,+1.75%,106.10,106.10,106.10,
15-Jan-2013,104.28,+1.52,+1.48%,104.28,104.28,104.28,
14-Jan-2013,102.76,+1.13,+1.11%,102.76,102.76,102.76,
11-Jan-2013,101.63,+0.61,+0.60%,101.63,101.63,101.63,
10-Jan-2013,101.02,-0.01,-0.01%,101.02,101.02,101.02,
09-Jan-2013,101.03,+2.12,+2.14%,101.03,101.03,101.03,
08-Jan-2013,98.91,+1.36,+1.39%,98.91,98.91,98.91,
07-Jan-2013,97.55,+0.25,+0.26%,97.55,97.55,97.55,
04-Jan-2013,97.30,+1.23,+1.28%,97.30,97.30,97.30,
03-Jan-2013,96.07,+0.52,+0.54%,96.07,96.07,96.07,
02-Jan-2013,95.55,+0.69,+0.73%,95.55,95.55,95.55,
31-Dec-2012,94.86,+0.08,+0.08%,94.86,94.86,94.86,
28-Dec-2012,94.78,+0.04,+0.04%,94.78,94.78,94.78,
27-Dec-2012,94.74,+0.50,+0.53%,94.74,94.74,94.74,
24-Dec-2012,94.24,+0.11,+0.12%,94.24,94.24,94.24,
21-Dec-2012,94.13,+0.13,+0.14%,94.13,94.13,94.13,
20-Dec-2012,94.00,+0.20,+0.21%,94.00,94.00,94.00,
19-Dec-2012,93.80,+0.42,+0.45%,93.80,93.80,93.80,
18-Dec-2012,93.38,+0.19,+0.20%,93.38,93.38,93.38,
17-Dec-2012,93.19,+0.16,+0.17%,93.19,93.19,93.19,
14-Dec-2012,93.03,+0.23,+0.25%,93.03,93.03,93.03,
13-Dec-2012,92.80,+0.60,+0.65%,92.80,92.80,92.80,
11-Dec-2012,92.20,+0.33,+0.36%,92.20,92.20,92.20,
10-Dec-2012,91.87,-0.08,-0.09%,91.87,91.87,91.87,
07-Dec-2012,91.95,+0.43,+0.47%,91.95,91.95,91.95,
06-Dec-2012,91.52,-0.34,-0.37%,91.52,91.52,91.52,
05-Dec-2012,91.86,-0.12,-0.13%,91.86,91.86,91.86,
04-Dec-2012,91.98,-0.07,-0.08%,91.98,91.98,91.98,
03-Dec-2012,92.05,-0.15,-0.16%,92.05,92.05,92.05,
30-Nov-2012,92.20,-0.06,-0.07%,92.20,92.20,92.20,
29-Nov-2012,92.26,-0.30,-0.32%,92.26,92.26,92.26,
28-Nov-2012,92.56,-0.22,-0.24%,92.56,92.56,92.56,
27-Nov-2012,92.78,-1.12,-1.19%,92.78,92.78,92.78,
26-Nov-2012,93.90,+0.43,+0.46%,93.90,93.90,93.90,
23-Nov-2012,93.47,+0.29,+0.31%,93.47,93.47,93.47,
22-Nov-2012,93.18,+0.05,+0.05%,93.18,93.18,93.18,
21-Nov-2012,93.13,+0.54,+0.58%,93.13,93.13,93.13,
20-Nov-2012,92.59,+0.33,+0.36%,92.59,92.59,92.59,
19-Nov-2012,92.26,-0.33,-0.36%,92.26,92.26,92.26,
16-Nov-2012,92.59,-0.07,-0.08%,92.59,92.59,92.59,
15-Nov-2012,92.66,+0.30,+0.32%,92.66,92.66,92.66,
14-Nov-2012,92.36,-0.26,-0.28%,92.36,92.36,92.36,
13-Nov-2012,92.62,-0.29,-0.31%,92.62,92.62,92.62,
12-Nov-2012,92.91,-0.03,-0.03%,92.91,92.91,92.91,
09-Nov-2012,92.94,+1.11,+1.21%,92.94,92.94,92.94,
08-Nov-2012,91.83,-0.01,-0.01%,91.83,91.83,91.83,
07-Nov-2012,91.84,+0.48,+0.53%,91.84,91.84,91.84,
06-Nov-2012,91.36,-0.08,-0.09%,91.36,91.36,91.36,
05-Nov-2012,91.44,+0.16,+0.18%,91.44,91.44,91.44,
01-Nov-2012,91.28,-0.50,-0.54%,91.28,91.28,91.28,
30-Oct-2012,91.78,+0.35,+0.38%,91.78,91.78,91.78,
29-Oct-2012,91.43,+0.25,+0.27%,91.43,91.43,91.43,
26-Oct-2012,91.18,+0.56,+0.62%,91.18,91.18,91.18,
25-Oct-2012,90.62,+0.34,+0.38%,90.62,90.62,90.62,
24-Oct-2012,90.28,+0.50,+0.56%,90.28,90.28,90.28,
23-Oct-2012,89.78,+0.27,+0.30%,89.78,89.78,89.78,
22-Oct-2012,89.51,+0.38,+0.43%,89.51,89.51,89.51,
19-Oct-2012,89.13,+0.28,+0.32%,89.13,89.13,89.13,
18-Oct-2012,88.85,+0.35,+0.40%,88.85,88.85,88.85,
17-Oct-2012,88.50,+0.48,+0.55%,88.50,88.50,88.50,
16-Oct-2012,88.02,+0.13,+0.15%,88.02,88.02,88.02,
15-Oct-2012,87.89,+0.18,+0.21%,87.89,87.89,87.89,
12-Oct-2012,87.71,-0.14,-0.16%,87.71,87.71,87.71,
11-Oct-2012,87.85,+0.72,+0.83%,87.85,87.85,87.85,
10-Oct-2012,87.13,-0.06,-0.07%,87.13,87.13,87.13,
09-Oct-2012,87.19,+0.22,+0.25%,87.19,87.19,87.19,
08-Oct-2012,86.97,-0.57,-0.65%,86.97,86.97,86.97,
05-Oct-2012,87.54,+0.46,+0.53%,87.54,87.54,87.54,
04-Oct-2012,87.08,-0.03,-0.03%,87.08,87.08,87.08,
03-Oct-2012,87.11,+0.48,+0.55%,87.11,87.11,87.11,
02-Oct-2012,86.63,-0.54,-0.62%,86.63,86.63,86.63,
01-Oct-2012,87.17,-0.21,-0.24%,87.17,87.17,87.17,
28-Sep-2012,87.38,+0.40,+0.46%,87.38,87.38,87.38,
27-Sep-2012,86.98,+0.76,+0.88%,86.98,86.98,86.98,
26-Sep-2012,86.22,-0.21,-0.24%,86.22,86.22,86.22,
25-Sep-2012,86.43,+0.14,+0.16%,86.43,86.43,86.43,
24-Sep-2012,86.29,-0.12,-0.14%,86.29,86.29,86.29,
21-Sep-2012,86.41,+0.04,+0.05%,86.41,86.41,86.41,
20-Sep-2012,86.37,-0.58,-0.67%,86.37,86.37,86.37,
19-Sep-2012,86.95,-0.09,-0.10%,86.95,86.95,86.95,
18-Sep-2012,87.04,+0.20,+0.23%,87.04,87.04,87.04,
17-Sep-2012,86.84,+0.23,+0.27%,86.84,86.84,86.84,
14-Sep-2012,86.61,-0.61,-0.70%,86.61,86.61,86.61,
13-Sep-2012,87.22,-0.03,-0.03%,87.22,87.22,87.22,
12-Sep-2012,87.25,+0.66,+0.76%,87.25,87.25,87.25,
11-Sep-2012,86.59,+1.43,+1.68%,86.59,86.59,86.59,
10-Sep-2012,85.16,-0.74,-0.86%,85.16,85.16,85.16,
07-Sep-2012,85.90,+0.55,+0.64%,85.90,85.90,85.90,
06-Sep-2012,85.35,-0.47,-0.55%,85.35,85.35,85.35,
05-Sep-2012,85.82,+0.20,+0.23%,85.82,85.82,85.82,
04-Sep-2012,85.62,+0.67,+0.79%,85.62,85.62,85.62,
03-Sep-2012,84.95,+0.29,+0.34%,84.95,84.95,84.95,
31-Aug-2012,84.66,-0.21,-0.25%,84.66,84.66,84.66,
30-Aug-2012,84.87,+0.51,+0.60%,84.87,84.87,84.87,
29-Aug-2012,84.36,+0.45,+0.54%,84.36,84.36,84.36,
28-Aug-2012,83.91,-0.04,-0.05%,83.91,83.91,83.91,
27-Aug-2012,83.95,+0.11,+0.13%,83.95,83.95,83.95,
24-Aug-2012,83.84,-0.17,-0.20%,83.84,83.84,83.84,
23-Aug-2012,84.01,+0.31,+0.37%,84.01,84.01,84.01,
22-Aug-2012,83.70,+0.22,+0.26%,83.70,83.70,83.70,
21-Aug-2012,83.48,-0.19,-0.23%,83.48,83.48,83.48,
17-Aug-2012,83.67,+0.07,+0.08%,83.67,83.67,83.67,
16-Aug-2012,83.60,+0.44,+0.53%,83.60,83.60,83.60,
15-Aug-2012,83.16,-0.06,-0.07%,83.16,83.16,83.16,
14-Aug-2012,83.22,+0.09,+0.11%,83.22,83.22,83.22,
13-Aug-2012,83.13,-0.73,-0.87%,83.13,83.13,83.13,
10-Aug-2012,83.86,0.00,0.00%,83.86,83.86,83.86,
09-Aug-2012,83.86,+0.22,+0.26%,83.86,83.86,83.86,
08-Aug-2012,83.64,+0.18,+0.22%,83.64,83.64,83.64,
07-Aug-2012,83.46,-0.23,-0.27%,83.46,83.46,83.46,
03-Aug-2012,83.69,+0.71,+0.86%,83.69,83.69,83.69,
02-Aug-2012,82.98,-0.03,-0.04%,82.98,82.98,82.98,
01-Aug-2012,83.01,-0.25,-0.30%,83.01,83.01,83.01,
31-Jul-2012,83.26,-0.76,-0.90%,83.26,83.26,83.26,
30-Jul-2012,84.02,-0.30,-0.36%,84.02,84.02,84.02,
27-Jul-2012,84.32,-0.03,-0.04%,84.32,84.32,84.32,
26-Jul-2012,84.35,-0.31,-0.37%,84.35,84.35,84.35,
25-Jul-2012,84.66,+0.81,+0.97%,84.66,84.66,84.66,
24-Jul-2012,83.85,0.00,0.00%,83.85,83.85,83.85,
23-Jul-2012,83.85,+0.59,+0.71%,83.85,83.85,83.85,
19-Jul-2012,83.26,+0.76,+0.92%,83.26,83.26,83.26,
18-Jul-2012,82.50,+0.77,+0.94%,82.50,82.50,82.50,
17-Jul-2012,81.73,-0.11,-0.13%,81.73,81.73,81.73,
16-Jul-2012,81.84,+0.13,+0.16%,81.84,81.84,81.84,
13-Jul-2012,81.71,-0.58,-0.70%,81.71,81.71,81.71,
12-Jul-2012,82.29,+0.12,+0.15%,82.29,82.29,82.29,
11-Jul-2012,82.17,+0.06,+0.07%,82.17,82.17,82.17,
10-Jul-2012,82.11,-0.07,-0.09%,82.11,82.11,82.11,
09-Jul-2012,82.18,-0.13,-0.16%,82.18,82.18,82.18,
06-Jul-2012,82.31,-0.16,-0.19%,82.31,82.31,82.31,
05-Jul-2012,82.47,+0.15,+0.18%,82.47,82.47,82.47,
04-Jul-2012,82.32,-0.19,-0.23%,82.32,82.32,82.32,
03-Jul-2012,82.51,+0.71,+0.87%,82.51,82.51,82.51,
02-Jul-2012,81.80,+1.05,+1.30%,81.80,81.80,81.80,
29-Jun-2012,80.75,+0.25,+0.31%,80.75,80.75,80.75,
28-Jun-2012,80.50,-0.30,-0.37%,80.50,80.50,80.50,
27-Jun-2012,80.80,-0.33,-0.41%,80.80,80.80,80.80,
26-Jun-2012,81.13,+0.23,+0.28%,81.13,81.13,81.13,
25-Jun-2012,80.90,-0.25,-0.31%,80.90,80.90,80.90,
22-Jun-2012,81.15,+0.32,+0.40%,81.15,81.15,81.15,
21-Jun-2012,80.83,-0.11,-0.14%,80.83,80.83,80.83,
20-Jun-2012,80.94,+0.76,+0.95%,80.94,80.94,80.94,
19-Jun-2012,80.18,+0.35,+0.44%,80.18,80.18,80.18,
18-Jun-2012,79.83,+0.01,+0.01%,79.83,79.83,79.83,
15-Jun-2012,79.82,+0.41,+0.52%,79.82,79.82,79.82,
14-Jun-2012,79.41,+0.24,+0.30%,79.41,79.41,79.41,
13-Jun-2012,79.17,+0.23,+0.29%,79.17,79.17,79.17,
12-Jun-2012,78.94,+0.51,+0.65%,78.94,78.94,78.94,
11-Jun-2012,78.43,-0.19,-0.24%,78.43,78.43,78.43,
08-Jun-2012,78.62,0.00,0.00%,78.62,78.62,78.62,
07-Jun-2012,78.62,+0.43,+0.55%,78.62,78.62,78.62,
06-Jun-2012,78.19,+0.03,+0.04%,78.19,78.19,78.19,
05-Jun-2012,78.16,-0.05,-0.06%,78.16,78.16,78.16,
04-Jun-2012,78.21,-0.27,-0.34%,78.21,78.21,78.21,
31-May-2012,78.48,+0.33,+0.42%,78.48,78.48,78.48,
30-May-2012,78.15,-0.05,-0.06%,78.15,78.15,78.15,
29-May-2012,78.20,-0.20,-0.26%,78.20,78.20,78.20,
28-May-2012,78.40,+0.15,+0.19%,78.40,78.40,78.40,
25-May-2012,78.25,-0.54,-0.69%,78.25,78.25,78.25,
24-May-2012,78.79,-0.35,-0.44%,78.79,78.79,78.79,
23-May-2012,79.14,-0.37,-0.47%,79.14,79.14,79.14,
22-May-2012,79.51,-0.60,-0.75%,79.51,79.51,79.51,
21-May-2012,80.11,+0.02,+0.02%,80.11,80.11,80.11,
18-May-2012,80.09,+0.18,+0.23%,80.09,80.09,80.09,
17-May-2012,79.91,+0.50,+0.63%,79.91,79.91,79.91,
16-May-2012,79.41,+0.22,+0.28%,79.41,79.41,79.41,
15-May-2012,79.19,+0.21,+0.27%,79.19,79.19,79.19,
14-May-2012,78.98,+0.52,+0.66%,78.98,78.98,78.98,
11-May-2012,78.46,+0.10,+0.13%,78.46,78.46,78.46,
10-May-2012,78.36,+0.27,+0.35%,78.36,78.36,78.36,
09-May-2012,78.09,0.00,0.00%,78.09,78.09,78.09,
08-May-2012,78.09,-0.41,-0.52%,78.09,78.09,78.09,
07-May-2012,78.50,-0.07,-0.09%,78.50,78.50,78.50,
04-May-2012,78.57,+0.64,+0.82%,78.57,78.57,78.57,
03-May-2012,77.93,+0.87,+1.13%,77.93,77.93,77.93,
02-May-2012,77.06,+0.15,+0.20%,77.06,77.06,77.06,
30-Apr-2012,76.91,+0.20,+0.26%,76.91,76.91,76.91,
27-Apr-2012,76.71,-0.41,-0.53%,76.71,76.71,76.71,
26-Apr-2012,77.12,-1.17,-1.49%,77.12,77.12,77.12,
25-Apr-2012,78.29,+0.38,+0.49%,78.29,78.29,78.29,
24-Apr-2012,77.91,+0.71,+0.92%,77.91,77.91,77.91,
23-Apr-2012,77.20,+0.48,+0.63%,77.20,77.20,77.20,
20-Apr-2012,76.72,+0.58,+0.76%,76.72,76.72,76.72,
19-Apr-2012,76.14,+0.65,+0.86%,76.14,76.14,76.14,
18-Apr-2012,75.49,+0.56,+0.75%,75.49,75.49,75.49,
17-Apr-2012,74.93,+0.25,+0.33%,74.93,74.93,74.93,
16-Apr-2012,74.68,-0.04,-0.05%,74.68,74.68,74.68,
13-Apr-2012,74.72,+0.35,+0.47%,74.72,74.72,74.72,
12-Apr-2012,74.37,+0.27,+0.36%,74.37,74.37,74.37,
11-Apr-2012,74.10,+0.39,+0.53%,74.10,74.10,74.10,
10-Apr-2012,73.71,-0.26,-0.35%,73.71,73.71,73.71,
